X,Y,OBJECTID_1,OBJECTID,BLDG_ID,BLDG_NAME,ADDRESS,CITY,ZIPCODE,CSP_SCH_ID,SCH_ID,SCH_NAME,SCH_LABEL,SCH_TYPE,SHARED,COMPLEX,Label,TLT,PL,POINT_X,POINT_Y
-71.09097059931554,42.330398666249295,36,39,49,Timilty Bldg,205 Roxbury Street,Roxbury,02119,2040,2040,Timilty Middle,Timilty MS,MS, , ,120,2,Kelly,766767.96863,2945687.78285
-71.091040599395356,42.325548665612331,37,40,50,Hale Bldg,51 Cedar Street,Roxbury,02119,4113,4113,Hale Elementary,Hale,ES, , ,53,1,Marice,766757.515094,2943920.26672
-71.086309566674217,42.320948343182138,38,41,51,Lewis Bldg,131 Walnut Avenue,Roxbury,02119,4242,4242,Higginson/Lewis (3-8),Higginson/Lewis (3-8),K-8, , ,62,1,Marice,768044.999991,2942250
-71.078939129092163,42.314966854479408,39,42,53,Blue Hill Ave Eec Bldg,263 Blue Hill Ave,Roxbury,02119,4460,4460,Haynes EEC,Haynes EEC,ELC, , ,56,1,Marice,770048.999993,2940080
-71.087841054297712,42.315740034881784,40,43,54,Trotter Bldg,135 Humboldt Avenue,Dorchester,02121,4580,4580,Trotter K-8,Trotter K-8,K-8, , ,122,2,Kelly,767639.999991,2940350
-71.084500596434282,42.316158664034354,41,44,55,Boston Latin Academy Bldg,205 Townsend Street,Boston,02121,1020,1020,Boston Latin Academy,Boston Latin Acad,6/7-12, , ,13,4,Jonathan,768542.714999,2940506.93881
-71.092891595445749,42.316334299557376,42,45,56,Ellis Bldg,302 Walnut Avenue,Roxbury,02119,4240,4240,Ellis Elementary,Ellis,ES, , ,41,1,Marice,766272.999989,2940560
-71.075626600836642,42.318202650509797,43,46,57,Winthrop Bldg,35 Brookford Street,Dorchester,02125,4052,4052,Winthrop Elementary,Winthrop,ES, , ,132,2,Joel,770939.048026,2941263.61709
-71.076196593480219,42.31129966337307,44,47,58,King Bldg,77 Lawrence Avenue,Dorchester,02121,4055,4055,King K-8,King K-8,K-8, , ,76,1,Marice,770797.393082,2938747.29008
-71.075410824966426,42.309054022910168,45,48,59,Frederick Middle,270 Columbia Road,Dorchester,02121,2360,2360,Frederick Pilot Middle,Frederick MS,MS, , ,47,1,Christine,771013.999994,2937930
-71.073859018656393,42.305618129084884,46,49,62,Holland Bldg,85 Olney Street,Dorchester,02121,4250,4250,UP Academy Holland,UP Holland,ES, , ,63,1,Christine,771439.999994,2936679.99999
-71.061011771919439,42.308396211936071,47,50,63,Mather Bldg,1 Parish Street,Dorchester,02122,4350,4350,Mather Elementary,Mather,ES, , ,86,2,Kelly,774909.999997,2937710
-71.070729431728182,42.299926147124573,48,52,67,Marshall Bldg,35 Westville Street,Dorchester,02124,4345,4345,UP Academy Charter School of Dorchester,UP Academy of Dorchester,K-8, , ,126,1,Christine,772296.999995,2934609.99999
-71.062220644047997,42.293966726809167,49,53,69,Ohearn Bldg,1669 Dorchester Avenue,Dorchester,02122,4391,4391,Henderson Lower (K0-1),Henderson Lower (K0-1),K-12, , ,57,2,Kelly,774609.999997,2932449.99999
-71.049194058411459,42.294206177035555,50,54,70,Murphy Bldg,1 Worrell Street,Dorchester,02122,4400,4400,Murphy K-8,Murphy K-8,K-8, , ,99,2,Kelly,778133.906432,2932555.6167
-71.05319153733501,42.286550250407792,51,55,71,Kenny Bldg,19 Oakton Avenue,Dorchester,02122,4390,4390,Kenny Elementary,Kenny,ES, , ,73,2,Kelly,777066.999999,2929759.99999
-71.069569926839065,42.281261727460347,52,56,72,Wilson Bldg,18 Croftland Avenue,Dorchester,02124,1140,1140,Henderson Upper (2-12),Henderson Upper (2-12),K-12, , ,58,2,Kelly,772644.999995,2927809.99999
-71.077430566036455,42.277860746256877,53,57,73,Taylor Bldg,1060 Morton Street,Mattapan,02126,4151,4151,Taylor Elementary,Taylor,ES, , ,118,2,Kelly,770523.999993,2926559.99999
-71.080910594145777,42.281418657595005,54,58,74,Thompson Bldg,100 Maxwell Street,Dorchester,02124,1990,1990,Boston International HS,Boston Intl HS,Special,Shared, ,12,4,Anthony,769575.860504,2927851.90514
-71.080910594145777,42.281418657595005,55,59,74,Thompson Bldg,100 Maxwell Street,Dorchester,02124,1991,1991,Newcomers Academy,Newcomers Acad,Special,Shared, ,101,4,Anthony,769575.860504,2927851.90514
-71.09042959600346,42.27676065695961,56,60,77,Mildred Avenue Bldg,5 Mildred Avenue,Mattapan,02126,4671,4671,Mildred Avenue K-8,Mildred Ave K-8,K-8, , ,96,2,Kelly,767008.111766,2926141.9524
-71.07679145494096,42.287792154500146,57,61,78,Dorchester Ed. Bldg #1 - Main,9 Peacevale Road,Dorchester,02124,1460,1460,TechBoston Academy,TechBoston,6/7-12, , ,119,4,Anthony,770678.999993,2930179.99999
-71.080375419245556,42.29243810494426,58,62,80,Lee Bldg,155 Talbot Avenue,Dorchester,02124,4290,4290,Lee K-8,Lee K-8,K-8, , ,78,2,Kelly,769700.926306,2931868.26054
-71.073008626969965,42.28660892640341,59,63,79,Fifield Bldg,25 Dunbar Ave.,Dorchester,02124,4291,4291,Lee Academy (K1-3),Lee Academy (K1-3),ES, , ,77,2,Kelly,771704.710723,2929753.91644
-71.075600259298653,42.29678849876791,60,64,82,Holmes Bldg,40 School Street,Dorchester,02124,4084,4084,Holmes Elementary,Holmes,ES, , ,64,2,Joel,770984.999994,2933459.99999
-71.095002334265146,42.282314660088566,61,65,85,Lewenberg Bldg,20 Outlook Road,Mattapan,02126,4600,4600,Young Achievers K-8,Young Achievers K-8,K-8, , ,133,2,Kelly,765760.999989,2928159.99999
-71.104089443168277,42.275815309827621,62,66,86,Mattahunt Bldg,100 Hebron Street,Mattapan,02126,4691,4691,Mattahunt Elementary,Mattahunt (K1-2),ES, , ,87,2,Mary,763312.999987,2925779.99998
-71.104780600428839,42.267258654407875,63,67,87,Chittick Bldg,154 Ruskindale Road,Mattapan,02126,4070,4070,Chittick Elementary,Chittick,ES, , ,22,2,Joel,763140.399858,2922660.97093
-71.061729420578004,42.301128791038373,64,69,65,Cleveland Bldg,11 Charles Street,Dorchester,02122,1103,1103,Comm Acad Sci Health,CASH,HS,Shared, ,24,4,Anthony,774729.490703,2935060.64311
-71.117740606138767,42.285408656910441,65,70,91,Philbrick Bldg,40 Philbrick Street,Roslindale,02131,4561,4561,Philbrick Elementary,Philbrick,ES, , ,110,2,Mary,759602.913871,2929259.10274
-71.107720601870312,42.286758657746155,66,71,92,Haley Bldg,570 American Legion Highway,Roslindale,02131,4210,4210,Haley K-8,Haley K-8,K-8, , ,54,2,Joel,762311.957842,2929763.37301
-71.115940606109874,42.294638658621004,67,72,93,Parkman Bldg,25 Walk Hill Street,Jamaica Plain,02130,4661,4661,BTU K-8 Pilot,BTU Pilot School K-8,K-8, , ,17,2,Kelly,760074.83,2932624.84345
-71.123451166168749,42.242950759657155,68,74,96,Roosevelt Bldg,95 Needham Road,Hyde Park,02136,4192,4192,Roosevelt Upper (2-8),Roosevelt Upper (2-8),K-8, , ,114,2,Joel,758126.000014,2913780.00001
-71.133320608913294,42.251628650991186,69,75,98,Channing Bldg,35 Sunnyside Street,Hyde Park,02136,4201,4201,Channing Elementary,Channing,ES, , ,20,2,Mary,755440.046859,2916930.68887
-71.127320607071439,42.25676865106476,70,76,99,Grew Bldg,40 Gordon Avenue,Hyde Park,02136,4200,4200,Grew Elementary,Grew,ES, , ,51,2,Mary,757056.266893,2918810.81131
-71.127050608684371,42.274798655092461,71,77,100,Conley Bldg,450 Poplar Street,Roslindale,02131,4080,4080,Conley Elementary,Conley,ES, , ,28,2,Joel,757100.630477,2925381.50997
-71.12493060728049,42.283638656670995,72,78,101,Irving Bldg,105 Cummins Highway,Roslindale,02131,2140,2140,Irving Middle,Irving MS,MS, , ,67,2,Mary,757660.211213,2928605.45112
-71.126840608095961,42.286458657545964,73,79,102,Sumner Bldg,15 Basile Street,Roslindale,02131,4560,4560,Sumner Elementary,Sumner,ES, , ,117,2,Joel,757138.874669,2929630.83493
-71.103490601747339,42.308928662665529,74,80,105,Fuller Bldg,25 Glen Road,Jamaica Plain,02130,1340,1340,Community Academy,Community Acad,Special, , ,25,4,Freddie,763418.969363,2937847.759
-71.098120206439575,42.313937883276793,75,81,107,Hernandez Bldg,61 School Street,Roxbury,02119,4053,4053,Hernandez K-8,Hernandez K-8,K-8, , ,60,3,Alex,764862.999988,2939680
-71.109600604437517,42.306008660799328,76,82,108,English Hs Bldg,144 Mcbride Street,Jamaica Plain,02130,1080,1080,English High,English HS,HS, , ,43,4,Jonathan,761771.152625,2936776.03919
-71.101610602580607,42.316558664339304,77,83,109,Mendell Bldg,164 School Street,Roxbury,02119,4370,4370,Mendell Elementary,Mendell,ES, , ,94,3,Alex,763914.501299,2940630.62774
-71.105839382573436,42.321785327085706,78,84,110,"Kennedy, J  Bldg",7 Bolster Street,Jamaica Plain,02130,4270,4270,Kennedy John F Elemen,JF Kennedy,ES, , ,71,3,Alex,762761.999986,2942530
-71.106935770802252,42.326292757233318,79,85,111,Hennigan Bldg,200 Heath Street,Jamaica Plain,02130,4231,4231,West Zone ELC,West Zone ELC,ELC,Shared, ,130,3,Alex,762457.929921,2944171.21852
-71.098290602807225,42.333018667196676,80,86,113,Tobin Bldg,40 Smith Street,Roxbury,02120,4570,4570,Tobin K-8,Tobin K-8,K-8, , ,121,3,Alex,764784.166036,2946633.15152
-71.101690603335967,42.337898667877987,81,87,115,Boston Latin School Bldg,78 Avenue Louis Pasteur,Boston,02115,1010,1010,Boston Latin School,Boston Latin Sch,6/7-12, , ,14,3,Alex,763856.549491,2948407.20221
-71.091530600167118,42.34145866825515,82,88,116,Health Careers Academy,110 The Fenway,Boston,02115,1440,1440,Kennedy Health Careers Academy (11-12),Kennedy HCA (11-12),HS, , ,69,4,Jonathan,766597.24495,2949717.52314
-71.099178021163354,42.330588277439375,83,89,118,Mission Hill Bldg,67 Alleghany Street,Roxbury,02120,1265,1265,Fenway High,Fenway HS,HS, , ,46,4,Jonathan,764548.382701,2945746.345
-71.062152562886169,42.300698325177976,84,90,118,Cleveland Bldg,11 Charles Street,Dorchester,02122,1420,1420,Boston Arts Academy,BAA,HS,Shared, ,9,4,Jonathan,774619.898,2934906.539
-71.099260603325419,42.343438669350114,85,91,119,Mckinley Peterborough Bldg,97 Peterborough Street,Boston,02215,1293,1293,McKinley Prep High Sch,McKinley Prep HS,Special, , ,92,3,Grace,764504.051412,2950429.15966
-71.106760606027208,42.347948669445934,86,92,120,Mckinley St Mary'S St Bldg,50 St. Mary Street,Boston,02215,1292,1292,McKinley Middle,McKinley MS,Special, , ,91,3,Grace,762468.913618,2952063.25406
-71.11421891302389,42.318685476809193,87,93,121,"Curley, J.  Bldg",40 Pershing Road,Jamaica Plain,02130,4272,4272,Curley K-8 (Lower),Curley K-8 (Lower),K-8, , ,29,3,Alex,760501.000016,2941390
-71.112950606072374,42.318508663764156,88,94,122,"Curley, Mary  Bldg",493 Centre Street,Jamaica Plain,02130,4272,4272,Curley K-8 (Upper),Curley K-8 (Upper),K-8, , ,30,3,Alex,760844.30248,2941327.12032
-71.131490611007479,42.305588660406912,89,95,124,Manning Bldg,130 Louders Lane,Jamaica Plain,02130,4311,4311,Manning Elementary,Manning,ES, , ,83,2,Joel,755850.534732,2936596.64227
-71.135330610978983,42.277768655612746,90,96,126,Bates Bldg,426 Beech Street,Roslindale,02131,4081,4081,Bates Elementary,Bates,ES, , ,5,2,Mary,754855.145099,2926454.13215
-71.141050612951119,42.281228656069977,91,97,127,Mozart Bldg,236 Beech Street,Roslindale,02131,4082,4082,Mozart Elementary,Mozart,ES, , ,98,2,Mary,753301.878441,2927708.44178
-71.152367618001492,42.29266065792342,92,98,128,Russett Road Bldg,140 Russett Road,West Roxbury,02132,4033,4033,Kilmer Upper (4-8),Kilmer Upper (4-8),K-8, , ,75,2,Mary,750222.431046,2931861.75711
-71.156130616583738,42.263438651349091,93,99,129,Beethoven Bldg,5125 Washington Street,West Roxbury,02132,4030,4030,Beethoven Elementary,Beethoven (K1-2),ES, , ,6,2,Mary,749247.248709,2921208.69169
-71.162570125740743,42.27188581980127,94,100,130,Kilmer Bldg,35 Baker Street,West Roxbury,02132,4031,4031,Kilmer Lower (K1-3),Kilmer Lower (K1-3),K-8, , ,74,2,Mary,747492.000004,2924280.00002
-71.174340624005168,42.282268654205879,95,101,131,West Roxbury Ed. Bldg,1205 V.F.W. Parkway,West Roxbury,02132,1253,1253,Urban Science Academy,Urban Science Academy,HS,Shared,West Roxbury EC,127,2,Joel,744291.893473,2928051.28111
-71.158370618608686,42.282998655784283,96,102,132,"Shaw, R.G.  Bldg",20 Mt. Vernon Street,West Roxbury,02132,4331,4331,Lyndon K-8,Lyndon K-8,K-8, , ,79,2,Joel,748612.367525,2928334.20882
-71.160190622679508,42.345588667283138,97,103,133,Edison Bldg,60 Glenmont Road,Brighton,02135,4178,4178,Edison K-8,Edison K-8,K-8, , ,37,3,Alex,748029.00602,2951141.15716
-71.161500623646376,42.351078668404128,98,104,135,"Lyon, Mary  Bldg",50 Beechcroft Street,Brighton,02135,4171,4171,Lyon K-8,Lyon K-8,K-12, , ,80,4,Jonathan,747666.93002,2953140.41771
-71.16076062369531,42.352128667809041,99,105,136,Garfield Bldg,95 Beechcroft Street,Brighton,02135,1171,1171,"Lyon, Mary 9-12",Lyon 9-12,K-12, , ,81,4,Jonathan,747865.437188,2953523.85419
-71.155348599766185,42.347601703488074,100,106,137,Winship Bldg,54 Dighton Street,Brighton,02135,4173,4173,Winship Elementary,Winship,ES, , ,131,3,Alex,749335.000006,2951880.00001
-71.11792785432263,42.265261192397553,101,107,139,E. Greenwood Bldg,612 Metropolitan Avenue,Hyde Park,02136,1230,1230,Another Course to College,ACC,HS, , ,3,4,Anthony,759585.471,2921916.774
-71.145490617809216,42.349088668294257,102,108,140,Brighton High School Bldg,25 Warren Street,Brighton,02135,1040,1040,Brighton High,Brighton HS,HS, , ,16,4,Jonathan,751997.598536,2952432.80174
-71.140510617225445,42.342038668075595,103,109,141,Baldwin Bldg,121 Corey Road,Brighton,02135,4621,4621,Baldwin ELPA,Baldwin ELPA,ELC, , ,4,3,Alex,753354.609161,2949869.27556
-71.137700615908841,42.352058669048986,104,110,142,Jackson Mann Bldg,40 Armington Street,Allston,02134,4610,4610,Horace Mann,Horace Mann K-12,Special,Shared, ,65,3,Alex,754098.776714,2953523.97847
-71.137700615908841,42.352058669048986,105,111,142,Jackson Mann Bldg,40 Armington Street,Allston,02134,4620,4620,Jackson/Mann K-8,Jackson/Mann K-8,K-8,Shared, ,68,3,Alex,754098.776714,2953523.97847
-71.117910350674322,42.262419100959299,106,112,89,Hyde Park EC,655 Metropolitan Ave,Hyde Park,02136,1285,1285,New Mission High,New Mission HS,6/7-12,Shared, ,100,4,Anthony,759643.696681,2921172.19422
-71.134110616168954,42.360768671267373,107,113,144,Gardner Bldg,30 Athol Street,Allston,02134,4160,4160,Gardner K-8,Gardner K-8,K-8, , ,48,3,Alex,755055.555883,2956702.22539
-71.149610614246598,42.260758652137149,108,114,145,Ohrenberger Bldg,175 West Boundary Road,West Roxbury,02132,4410,4410,Ohrenberger 3-8,Ohrenberger 3-8,K-8, , ,104,2,Mary,751016.119559,2920239.24526
-71.059769760125448,42.31368761178382,109,115,146,Everett Bldg,71 Pleasant Street,Dorchester,02125,4140,4140,Everett Elementary,Everett,ES, , ,44,1,Christine,775235.999998,2939640
-71.086840324927664,42.28212094476627,110,116,148,"Shaw, P.A. Bldg",429 Norfolk Street,Dorchester,02124,4670,4670,P.A. Shaw (K1-3),P.A. Shaw (K1-3),ES, , ,107,2,Kelly,767969.999991,2928099.99999
-71.080662016801583,42.296560113168603,111,117,149,"Greenwood, S Bldg",189 Glenway Street,Dorchester,02121,4130,4130,Greenwood Sarah K-8,S. Greenwood K-8,K-8, , ,50,2,Joel,769615.999992,2933369.99999
-71.08162523570914,42.30681876066501,112,118,150,Burke High School Bldg,60 Washington Street,Dorchester,02121,1120,1120,Burke High,Burke HS,HS, , ,18,4,Anthony,769337.072736,2937107.129
-71.042740583242335,42.31762866625126,113,119,152,Dever Bldg,325 Mt. Vernon Street,Dorchester,02125,4100,4100,Dever Elementary,Dever,ES, , ,32,1,Christine,779834.141474,2941100.41289
-71.043500582553975,42.318028665529518,114,120,153,Mccormack Bldg,315 Mt. Vernon Street,Dorchester,02125,2190,2190,McCormack Middle,McCormack MS,MS, , ,88,1,Christine,779627.818818,2941245.07808
-71.052151221855084,42.338025893347428,115,121,156,Condon Bldg,200 D Street,South Boston,02127,4630,4630,Condon K-8,Condon K-8,K-8, , ,27,1,Christine,777250,2948520.00001
-71.132880608061342,42.233898647021277,116,122,998,New Roosevelt Bldg,30 Millstone Road,Hyde Park,02136,4193,4193,Roosevelt K-8 (K1-1),Roosevelt Lower (K1-1),K-8, , ,113,2,Joel,755586.978635,2910470.1729
-71.005045075999433,42.391616179458651,117,123,2,"Bradley Bldg
",110 Beachview Road,East Boston,02128,4062,4062,Bradley Elementary,Bradley,ES, , ,15,3,Grace,789872.444619,2968119.68196
-71.106910690182573,42.325622122989714,118,124,111,Hennigan Bldg,200 Heath Street,Jamaica Plain,02130,4230,4230,Hennigan K-8,Hennigan K-8,K-8,Shared, ,59,3,Alex,762465.838572,2943926.85873
-71.091890597002589,42.271788654742387,119,125,76,Mattapan Eec Bldg,108 Babson Street,Mattapan,02126,4440,4440,Ellison/ Parks ELC,Ellison/ Parks ELC,ELC, , ,42,2,Kelly,766621.396246,2924328.19243
-71.099290601843464,42.314128662932774,120,126,106,Greater Egleston High,80 School Street,Roxbury,02119,1430,1430,Greater Egleston High,Greater Egleston HS,HS, , ,49,4,Freddie,764546.119796,2939748.03389
-71.113867441556224,42.30703515331264,121,128,123,Agassiz Building,20 Child St,Jamaica Plain,02130,4285,4285,Mission Hill K-8,Mission Hill K-8,K-8,Shared, ,97,2,Mary,760615.274078,2937144.85602
-71.114482185326253,42.307208292864132,122,129,123,Agassiz Building,20 Child St,Jamaica Plain,02130,1053,1053,Margarita Muniz Academy,Muniz Academy,HS,Shared, ,84,4,Jonathan,760448.702561,2937207.19875
-71.073373662772028,42.321927472538313,123,130,30,Emerson Building,6 Shirley St,Roxbury,02119,4123,4123,Dudley Street Neighborhood Charter School,Dudley St NCS,ES, , ,34,1,Marice,771541.56295,2942624.04362
-71.106563664804341,42.333931425892636,124,131,114,Farragut Building,10 Fenwood Road,Jamaica Plain,02115,1441,1441,Kennedy Health Careers Academy (9-10),Kennedy HCA (9-10),HS, , ,70,4,Jonathan,762545.712954,2946955.3512
-71.117886065696936,42.26322789711886,125,132,89,Hyde Park EC,655 Metropolitan Ave,Hyde Park,02136,1195,1195,Community Leadership Academy,BCLA,HS,Shared, ,26,4,Anthony,759599.764602,2921175.94527
-71.054870785383471,42.365910958881848,126,1335,1000,Eliot Bldg,173 Salem Street,Boston,02113,4381,4381,Eliot K-8,Eliot K-8,K-8, , ,40,1,Marice,776462.973,2958675.531
-71.092029570550011,42.317660189389237,127,1736,52,Higginson Bldg,160 Harrishof Street,Roxbury,02119,4241,4241,Higginson Elementary (K1-2),Higginson (K1-2),ES, , ,61,1,Marice,766503.829431,2941044.29029
-71.037940081983592,42.371568436137579,128,2136,0,Alighieri Bldg,37 Gove St.,East Boston,02128,4321,4321,Alighieri Montessori,Alighieri,ES, , ,2,1,Marice,781025.956811,2960764.01781
-71.068149536019988,42.348769709818789,129,2938,0,Church Street Bldg,20 Church Street,Boston,02116,1215,1215,Boston Adult Tech Acad,BATA,Special, , ,8,4,Freddie,772904.812815,2952412.93842
-71.145961058720644,42.350440724681782,130,2946,139,Taft Bldg,20 Warren Street,Brighton,02135,1470,1470,Boston Green Academy,Boston Green Academy,6/7-12, , ,11,4,Jonathan,751868.385102,2952924.99053
-71.080504410343508,42.326152847095891,131,3346,150,Dearborn Bldg,35 Greenville Street,Roxbury,02119,1260,1260,Dearborn Academy,Dearborn Academy,6/7-12, , ,31,4,Anthony,769605.963,2944154.655
